Date|Comp|Positive|Negative
2017-01-01|0.21756068376068372|0.1711880341880341|0.03616239316239316
2017-01-02|0.26767528089887604|0.17163483146067415|0.020612359550561798
2017-01-03|0.17596440677966085|0.14349999999999996|0.0376271186440678
2017-01-04|0.00977035714285713|0.062240476190476145|0.04655000000000002
2017-01-05|0.07769094202898555|0.13194384057971012|0.059320652173913024
2017-01-06|0.12772801302931597|0.12947882736156355|0.044312703583061885
2017-01-07|0.19407897727272713|0.16481818181818178|0.037676136363636356
2017-01-08|0.13829423076923067|0.14414102564102566|0.051250000000000004
2017-01-09|0.161428163265306|0.12452244897959186|0.03683265306122449
2017-01-10|0.2976832236842102|0.1894111842105258|0.0341578947368421
2017-01-11|0.2682265573770489|0.17583606557377035|0.031144262295081965
2017-01-12|0.3357291095890407|0.2157842465753422|0.025017123287671236
2017-01-13|0.28875125448028666|0.18548028673835099|0.023512544802867383
2017-01-14|0.3647141791044769|0.21187686567164152|0.0196455223880597
2017-01-15|0.3732067164179099|0.22389925373134284|0.016294776119402988
2017-01-16|0.3664324786324778|0.22299145299145243|0.020384615384615383
2017-01-17|0.3600468842729974|0.2857321958456955|0.013931008902077146
2017-01-18|0.20265459183673562|0.15232361516034953|0.024938775510204084
2017-01-19|0.31800646230323043|0.23883015741507788|0.017975973487986737
2017-01-20|0.31122533532041763|0.20939493293591624|0.020199701937406854
2017-01-21|0.30759118541033376|0.213170212765957|0.03675987841945289
2017-01-22|0.32822669172932306|0.2070827067669169|0.02409398496240602
2017-01-23|0.28241127819548806|0.1827218045112778|0.024268170426065168
2017-01-24|0.36869551886792457|0.24213915094339697|0.014242924528301884
2017-01-25|0.3989088607594931|0.28304303797468433|0.023012658227848107
2017-01-26|0.2909329048843179|0.21690231362467863|0.05191259640102829
2017-01-27|0.3577782716049375|0.25294074074074047|0.02449876543209876
2017-01-28|0.39377759562841474|0.2590491803278689|0.015445355191256832
2017-01-29|0.47810500000000006|0.28775|0.00395
2017-01-30|0.34911000000000003|0.2263|0.01055
2017-01-31|0.24143499999999998|0.20779999999999998|0.05835
2017-02-01|0.31871052631578944|0.19500000000000003|0.021157894736842108
2017-02-02|0.17561|0.12905|0.05550000000000001
2017-02-03|0.34734|0.24075000000000002|0.0492
2017-02-04|0.41228|0.2634|0.0349
2017-02-05|0.33693500000000004|0.24535|0.05295000000000001
2017-02-06|0.339355|0.20635000000000003|0.03415
2017-02-07|0.29308|0.15786666666666666|0.0
2017-02-08|0.3831299999999999|0.25645|0.02435
2017-02-09|0.17305263157894737|0.13142105263157894|0.023736842105263157
2017-02-10|0.2527368421052632|0.20242105263157897|0.06405263157894737
2017-02-11|0.224785|0.15360000000000001|0.0264
2017-02-12|0.08779999999999999|0.15914999999999999|0.1016
2017-02-13|0.12183333333333334|0.10333333333333332|0.03877777777777777
2017-02-14|0.4773300000000001|0.4255|0.0134
2017-02-15|0.2560692307692309|0.21871794871794875|0.0551025641025641
2017-02-16|0.10036499999999997|0.1531|0.10715000000000001
2017-02-17|0.17534210526315794|0.1748421052631579|0.07389473684210526
2017-02-18|0.2875894736842105|0.13989473684210527|0.010842105263157894
2017-02-19|0.09726315789473683|0.13694736842105262|0.09705263157894736
2017-02-20|0.09924999999999999|0.18|0.10827777777777778
2017-02-21|0.18424054054054056|0.16289189189189188|0.04483783783783784
2017-02-22|0.25377500000000003|0.16065000000000002|0.0
2017-02-23|0.38303888888888893|0.3161111111111111|0.04488888888888889
2017-02-24|0.137395|0.13974999999999999|0.0364
2017-02-25|0.15366666666666665|0.15027777777777782|0.0495
2017-02-26|0.28236000000000006|0.17539999999999997|0.00515
2017-02-27|0.24136470588235295|0.18717647058823528|0.01388235294117647
2017-02-28|0.101915|0.0623|0.019200000000000002
2017-03-01|0.27082500000000004|0.21600000000000003|0.0409
2017-03-02|0.17625999999999997|0.17024999999999998|0.0417
2017-03-03|-0.3047|0.04145|0.33119999999999994
2017-03-04|0.07658|0.15200000000000002|0.12505000000000002
2017-03-05|0.13190526315789478|0.13794736842105262|0.05810526315789474
2017-03-06|0.17603684210526319|0.10505263157894737|0.005315789473684211
2017-03-07|-0.04969999999999999|0.14035|0.13465
2017-03-08|0.14158421052631578|0.13878947368421055|0.07194736842105263
2017-03-09|0.270625|0.21374999999999997|0.01965
2017-03-10|0.2048789473684211|0.17900000000000002|0.04678947368421053
2017-03-11|0.12505789473684212|0.08063157894736843|0.01068421052631579
2017-03-12|0.1367142857142857|0.121|0.03985714285714286
2017-03-13|0.32258947368421054|0.22478947368421057|0.05736842105263158
2017-03-14|0.482845|0.46015000000000006|0.0149
2017-03-15|0.2647823529411765|0.19241176470588237|0.040764705882352946
2017-03-16|0.15954|0.20010000000000003|0.10450000000000001
2017-03-17|0.19747|0.18749999999999997|0.05790000000000001
2017-03-18|0.31917368421052644|0.27252631578947367|0.030894736842105263
2017-03-19|0.14506999999999998|0.12149999999999998|0.027449999999999995
2017-03-20|-0.19533999999999996|0.2083|0.35885
2017-03-21|0.18159999999999996|0.24634999999999999|0.13505
2017-03-22|0.21129473684210526|0.23489473684210527|0.09263157894736843
2017-03-23|0.3058|0.23335|0.0314
2017-03-24|0.29580000000000006|0.26280000000000003|0.052000000000000005
2017-03-25|0.10450999999999996|0.2543000000000001|0.18225
2017-03-26|0.34569000000000005|0.24905|0.02645
2017-03-27|0.3856950000000001|0.27745|0.039150000000000004
2017-03-28|0.3566400000000001|0.2426|0.0036999999999999997
2017-03-29|0.4295631578947369|0.2784736842105263|0.03352631578947368
2017-03-30|0.32135|0.2103|0.0
2017-03-31|0.2899950000000001|0.2287|0.04085
2017-04-01|0.18933499999999998|0.1713|0.02515
2017-04-02|0.44133000000000006|0.27090000000000003|0.0
2017-04-03|0.22178499999999998|0.1899|0.029600000000000005
2017-04-04|0.27028421052631585|0.2123684210526316|0.034
2017-04-05|0.24591052631578947|0.16268421052631576|0.030368421052631576
2017-04-06|0.21505555555555556|0.2115|0.0465
2017-04-07|0.2099684210526316|0.15263157894736845|0.026526315789473686
2017-04-08|0.24148235294117648|0.19847058823529412|0.05582352941176471
2017-04-09|0.16260000000000002|0.1643157894736842|0.06452631578947368
2017-04-10|0.33908000000000005|0.18750000000000003|0.00885
2017-04-11|0.6606650000000001|0.5164000000000001|0.0060999999999999995
2017-04-12|0.23615555555555556|0.15777777777777774|0.013
2017-04-13|0.1541948717948718|0.11687179487179487|0.032999999999999995
2017-04-14|0.39992631578947374|0.35068421052631576|0.07905263157894737
2017-04-15|0.10058500000000001|0.12269999999999999|0.0558
2017-04-16|0.17776909090909096|0.1711393939393939|0.051987878787878763
2017-04-17|0.2641152046783623|0.1817017543859649|0.02759649122807017
2017-04-18|0.22916574999999934|0.16504249999999993|0.027912499999999996
2017-04-19|0.1714115830115832|0.13266602316602297|0.03779150579150578
2017-04-20|0.19616649539712716|0.16582808820381162|0.031077285377863324
2017-04-21|0.2228298476090384|0.1871418812401478|0.037728323699421924
2017-04-22|0.1843131438721134|0.16591296625222038|0.03704085257548846
2017-04-23|0.23861632183908002|0.1650252873563218|0.020131034482758613
2017-04-24|0.16144115566037714|0.14931132075471718|0.06563561320754716
2017-04-25|0.2651158095238092|0.1874323809523809|0.0233504761904762
2017-04-26|0.2676596396396394|0.19268648648648667|0.036045045045045035
2017-04-27|0.31023505843071747|0.20748747913188648|0.019378964941569283
2017-04-28|0.3227652173913038|0.20670652173913037|0.026697463768115944
2017-04-29|0.27488954703832735|0.17788501742160276|0.01832404181184669
2017-04-30|0.16509913793103448|0.13631896551724135|0.033155172413793094
2017-05-01|0.2392854166666666|0.1715729166666667|0.01953125
2017-05-02|0.16908347826086956|0.11827826086956518|0.0118
2017-05-03|0.31804528301886786|0.22471698113207547|0.02898113207547169
2017-05-04|0.3713394160583944|0.2775474452554746|0.04034306569343066
2017-05-05|0.33967777777777747|0.2314529914529912|0.016376068376068375
2017-05-06|0.35503703703703654|0.2523407407407405|0.01808148148148148
2017-05-07|0.293721052631579|0.20626315789473687|0.016736842105263158
2017-05-08|0.3599900000000001|0.23800000000000004|0.0
2017-05-09|0.5979300000000001|0.4636999999999999|0.013000000000000001
2017-05-10|0.4211800000000001|0.23785000000000003|0.00835
2017-05-11|0.33506|0.24415000000000003|0.0341
2017-05-12|0.32563000000000003|0.20675000000000004|0.0060999999999999995
2017-05-13|-0.008558333333333333|0.0|0.01025
2017-05-14|0.232015|0.17240000000000005|0.0
2017-05-15|0.31116|0.21525000000000002|0.0
2017-05-16|0.29083500000000007|0.21465|0.017249999999999998
2017-05-17|0.3933200000000001|0.2487|0.01885
2017-05-18|0.21862499999999999|0.15165|0.0169
2017-05-19|0.5221500000000001|0.3292|0.00295
2017-05-20|0.53972|0.3438|0.0
2017-05-21|0.3661550000000001|0.2427|0.03185
2017-05-22|0.24722631578947366|0.18621052631578944|0.018052631578947365
2017-05-23|0.29599000000000003|0.22269999999999998|0.03475
2017-05-24|0.597955|0.4203|0.02195
2017-05-25|0.5367|0.3348999999999999|0.0
2017-05-26|0.5608099999999999|0.34235000000000004|0.017150000000000002
2017-05-27|0.14998823529411764|0.09758823529411764|0.0
2017-05-28|0.51329|0.31395|0.0063
2017-05-29|0.4698249999999999|0.3152499999999999|0.02385
2017-05-30|0.49640499999999993|0.34104999999999996|0.01335
2017-05-31|0.35991500000000004|0.2914|0.0612
2017-06-01|0.3638578947368421|0.261|0.02736842105263158
2017-06-02|0.4903950000000002|0.3316|0.01745
2017-06-03|0.526725|0.33849999999999997|0.0123
2017-06-04|0.5959578947368419|0.4013157894736842|0.011736842105263158
2017-06-05|0.28943157894736843|0.20742105263157895|0.05026315789473684
2017-06-06|0.43682999999999994|0.43674999999999997|0.0445
2017-06-07|0.35770500000000005|0.24539999999999998|0.00615
2017-06-08|0.16835500000000003|0.1675|0.03755
2017-06-09|0.29565454545454545|0.18899999999999997|0.0
2017-06-10|0.296355|0.17914999999999998|0.01775
2017-06-11|0.36827894736842104|0.23242105263157897|0.005210526315789474
2017-06-12|0.20624000000000003|0.12705000000000002|0.0
2017-06-13|0.30451578947368424|0.1982631578947368|0.026842105263157896
2017-06-14|0.05761666666666666|0.08094444444444443|0.04750000000000001
2017-06-15|0.44964|0.32386666666666664|0.056466666666666665
2017-06-16|-0.6887150000000002|0.00585|0.51795
2017-06-17|-0.38099999999999995|0.0852|0.4286499999999999
2017-06-18|0.031280000000000016|0.16135000000000002|0.21915
2017-06-19|-0.1381473684210526|0.09473684210526316|0.19773684210526316
2017-06-20|0.10329500000000005|0.124|0.09905000000000001
2017-06-21|-0.14619473684210524|0.09042105263157896|0.24663157894736842
2017-06-22|0.27792307692307694|0.22315384615384615|0.0873846153846154
2017-06-23|0.1825368421052632|0.19215789473684208|0.115
2017-06-24|0.014035000000000002|0.09355|0.11715
2017-06-25|0.06728|0.13094999999999998|0.07650000000000001
2017-06-26|0.14194000000000004|0.16474999999999998|0.0781
2017-06-27|0.061585|0.08715|0.03660000000000001
2017-06-28|0.3175263157894737|0.18284210526315792|0.00631578947368421
2017-06-29|0.18239473684210528|0.13805263157894737|0.0
2017-06-30|0.14848947368421053|0.11973684210526316|0.05942105263157895
2017-07-01|0.10408499999999998|0.12069999999999999|0.0481
2017-07-02|0.22137777777777778|0.12355555555555557|0.006555555555555555
2017-07-03|0.3802263157894737|0.40884210526315784|0.045894736842105266
2017-07-04|0.193885|0.1839|0.0426
2017-07-05|0.07713157894736843|0.07915789473684211|0.021894736842105265
2017-07-06|0.16074736842105264|0.09021052631578948|0.012473684210526316
2017-07-07|0.315021052631579|0.2053684210526316|0.013315789473684211
2017-07-08|0.35258500000000015|0.22732500000000005|0.008325
2017-07-09|0.35843584905660264|0.2496711590296504|0.014215633423180595
2017-07-10|0.28536003649635044|0.2041113138686142|0.02136861313868613
2017-07-11|0.2122503888024879|0.20364852255054494|0.06151321928460338
2017-07-12|0.18112614285714257|0.2038442857142867|0.08286142857142845
2017-07-13|0.21583236514522755|0.2170643153526977|0.06946265560165973
2017-07-14|0.21043111111111065|0.21250444444444458|0.06694666666666668
2017-07-15|0.2109562724014334|0.24749820788530447|0.09086738351254484
2017-07-16|0.1953140575079869|0.2222076677316293|0.08818210862619809
2017-07-17|0.16782237093690222|0.17563097514340364|0.06668451242829829
2017-07-18|0.21769826203208606|0.18719652406417162|0.04529411764705884
2017-07-19|0.224786887254902|0.18503921568627504|0.03700857843137254
2017-07-20|0.18369269949066186|0.1807334465195251|0.05450594227504244
2017-07-21|-0.0956739345887014|0.11205550049554033|0.16569375619425183
2017-07-22|0.05539615384615392|0.17712550607287483|0.12655668016194327
2017-07-23|0.1384425824175823|0.18695054945054945|0.08613461538461534
2017-07-24|0.17044504201680732|0.19049915966386557|0.06849243697478992
2017-07-25|0.20924814090019514|0.1773835616438359|0.04565949119373776
