Security;MSFT US Equity;ORCL US Equity;AAPL US Equity;CRM US Equity;V US Equity;PYPL US Equity;MA US Equity;INTC US Equity;CSCO US Equity;NVDA US Equity;ADBE US Equity
Field;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST
Date;;;;;;;;;;;
2018-12-04;106.6475;47.7202;173.662;139.24;137.5569;84.19;199.115;46.3594;45.7129;156.4052;245.82
2018-12-06;107.3059;45.6939;171.726;142.06;139.948;85.82;201.598;46.9614;46.717;157.58;250.63
2018-12-07;103.0113;45.0283;165.603;135.95;136.0388;82.77;195.152;44.8934;44.8344;146.9479;238.0
2018-12-10;105.7335;45.6841;166.694;137.27;136.8028;84.93;196.702;45.8352;45.2399;151.1788;244.09
2018-12-11;106.7163;45.4785;165.74;136.79;135.7412;85.51;196.384;46.0002;45.4619;147.5253;245.34
2018-12-12;107.1978;46.3204;166.202;140.09;136.7234;86.5;198.916;46.4371;45.7805;148.2321;245.55
2018-12-13;107.5615;46.2323;168.021;141.14;136.4655;87.56;197.595;46.8837;45.8288;148.2221;248.08
2018-12-14;104.2005;45.6156;162.644;137.04;134.0346;85.92;193.99;46.4662;44.2358;145.7931;230.0
2018-12-17;101.1146;44.764;161.131;130.83;130.3734;84.1;189.144;45.7089;42.6718;142.9359;221.38
2018-12-18;102.176;44.8814;163.224;132.32;131.6236;85.51;190.296;46.3497;42.5367;146.2809;226.18
2018-12-19;101.9008;45.4688;158.133;131.16;130.2345;84.03;185.837;44.2429;41.6485;137.8887;224.65
2018-12-20;99.7585;45.2632;154.143;127.73;127.754;82.44;181.457;44.2138;41.021;134.494;218.65
2018-12-21;96.5351;43.0705;148.147;122.91;123.2892;78.14;173.988;43.5342;40.4031;128.9888;208.8
2018-12-24;92.5058;41.7882;144.314;121.33;120.779;77.06;173.452;42.3206;38.8874;126.51;205.16
2018-12-26;98.8248;43.6481;154.477;130.84;129.2126;82.8;185.151;44.8449;41.0016;132.5029;222.95
2018-12-27;99.4342;44.02;153.474;135.2;130.9787;84.31;187.396;45.0099;41.4264;130.5816;225.14
2018-12-28;98.6578;43.8732;153.553;134.68;129.917;83.26;184.883;45.3886;41.2913;133.0505;223.13
2018-12-31;99.8174;44.1962;155.037;136.97;130.9092;84.09;187.356;45.5633;41.8319;132.9012;226.24
2019-01-02;99.3752;44.2647;155.214;135.55;131.8815;85.75;188.439;45.7089;41.4651;135.609;224.57
2019-01-03;95.7194;43.834;139.754;130.4;127.129;82.09;179.937;43.1944;39.9571;127.4159;215.7
2019-01-04;100.1712;45.7233;145.72;137.96;132.6058;86.27;188.458;45.8449;41.7569;135.5791;226.19
2019-01-07;100.299;46.4476;145.395;142.22;134.997;86.93;189.908;46.0585;42.0391;142.7567;229.26
2019-01-08;101.0262;46.8686;148.167;145.72;135.7312;88.7;191.291;46.3497;42.3796;139.2028;232.68
2019-01-09;102.4708;46.7707;150.683;145.99;137.3287;89.55;194.763;46.6119;42.1461;141.9404;235.43
2019-01-10;101.8124;46.8098;151.165;147.04;137.5866;90.7;195.937;47.1458;42.0683;144.5785;237.77
2019-01-11;101.0262;47.2699;149.68;147.55;136.9814;90.65;194.893;47.5051;42.3115;148.1624;237.55
2019-01-14;100.2891;47.1622;147.43;146.05;136.0289;90.43;194.425;46.942;42.0391;149.7652;234.56
2019-01-15;103.1981;47.5455;150.447;149.19;136.267;91.6;195.509;47.1847;42.8271;149.1977;242.36
2019-01-16;103.5617;47.231;152.285;148.54;136.267;90.55;196.753;46.7284;42.7687;148.1723;241.95
2019-01-17;104.2889;47.742;153.189;149.82;136.2075;90.4;198.285;47.0585;43.012;151.0394;244.4
2019-01-18;105.8515;48.4201;154.133;152.51;137.418;91.12;200.961;47.7575;43.8097;156.2261;247.51
2019-01-22;103.8565;48.0958;150.673;148.95;136.9715;89.94;198.434;46.8643;43.5665;148.1027;243.85
2019-01-23;104.8687;48.3907;151.283;149.75;135.9396;90.5;197.33;46.5439;44.2281;148.6203;245.14
2019-01-24;104.3675;48.3513;150.083;146.87;136.6242;92.2;198.763;48.3109;44.374;157.132;242.56
2019-01-25;105.3208;48.941;155.057;149.74;137.5866;94.28;201.896;45.6701;44.8799;159.4316;244.95
2019-01-28;103.2669;48.6658;153.622;147.33;134.9276;92.3;199.131;45.3497;44.5102;137.3909;241.85
2019-01-29;101.1638;48.7543;152.03;145.18;133.9453;91.12;198.215;45.1847;44.7145;131.0097;238.27
2019-01-30;104.5444;49.4913;162.418;149.16;136.525;92.42;202.971;46.1556;45.4442;136.7737;242.67
2019-01-31;102.6281;49.3636;163.588;151.97;133.9552;88.76;210.044;45.7478;46.0085;143.1052;247.82
2019-02-01;101.0065;49.9336;163.667;155.87;139.0551;90.01;212.671;47.3109;46.0571;144.0808;247.38
2019-02-04;103.9155;50.1498;168.316;157.72;140.3945;91.66;213.805;47.7866;46.0669;148.5108;254.74
2019-02-05;105.3699;50.3562;171.195;158.99;141.4165;92.27;214.75;48.5536;45.9793;149.2774;254.82
2019-02-06;104.2005;50.3758;171.254;158.13;140.3846;92.25;214.193;48.7539;46.1934;152.3137;254.35
2019-02-07;103.4536;49.3538;168.011;154.93;139.0749;90.85;212.87;48.0993;45.4345;146.7587;253.74
2019-02-08;103.8467;50.1498;168.208;156.67;139.2833;91.87;215.466;47.7183;45.9112;147.5053;257.0
2019-02-11;103.4339;50.3463;167.241;159.91;139.7;92.69;215.984;47.6499;46.2906;145.7931;258.39
2019-02-12;105.0456;50.3365;168.682;162.79;140.8807;94.38;217.784;48.8614;46.5922;150.4919;261.37
2019-02-13;104.967;50.5331;167.981;160.4;142.369;94.01;219.406;49.3108;46.2128;152.1942;260.23
2019-02-14;105.0555;50.592;168.593;159.47;142.2895;94.42;218.68;49.643;47.0884;153.8368;260.14
2019-02-15;106.3527;50.8279;168.218;159.05;144.0288;94.91;220.968;50.4735;48.0905;156.6342;259.45
2019-02-19;106.3035;51.1227;168.722;160.61;143.5617;95.02;219.456;50.2195;48.3045;155.9374;257.81
2019-02-20;105.7509;50.877;169.807;158.54;143.8499;94.73;219.973;50.2097;48.2851;157.8388;258.1
2019-02-21;107.9813;51.2112;168.85;159.63;143.1244;94.96;218.182;50.2292;48.0711;155.0713;257.76
2019-02-22;109.521;51.5748;170.735;161.31;144.983;95.98;222.172;51.2844;48.7521;158.4759;258.9
2019-02-25;110.1329;51.6534;171.979;161.36;145.1718;96.7;222.172;51.8804;49.4137;157.9782;258.62
2019-02-26;110.8928;51.6927;172.078;163.0;146.1459;96.59;222.848;52.0074;49.7931;156.3953;261.22
2019-02-27;110.7053;51.4765;172.611;163.12;146.3248;97.86;223.415;52.0172;50.192;154.7129;262.9
2019-02-28;110.5671;51.2308;170.913;163.65;147.2193;98.07;223.614;51.7436;50.3671;153.7263;262.5
2019-03-01;111.0606;51.6043;172.709;164.53;148.5611;98.8;226.081;52.0758;50.0169;155.9087;264.01
2019-03-04;110.7941;51.1424;173.578;158.5;147.0603;96.57;225.126;52.7011;49.7736;156.2376;258.16
2019-03-05;110.2414;51.4568;173.262;156.97;147.0503;96.53;225.057;52.4471;49.9098;155.9785;257.38
2019-03-06;110.2908;51.447;172.265;156.79;146.9112;96.46;223.316;51.7339;50.2698;151.524;256.4
2019-03-07;108.9485;51.673;170.271;155.6;145.9371;96.21;221.266;51.3919;49.9001;148.7436;255.46
2019-03-08;109.067;51.8598;170.676;155.06;146.454;95.69;220.729;51.2747;49.6861;150.1188;254.74
2019-03-11;111.3567;51.7517;176.589;157.65;149.7538;97.45;224.48;52.1247;50.513;160.5825;260.96
2019-03-12;112.1364;51.8892;178.573;158.28;150.8073;97.5;225.773;52.3396;50.7368;161.9577;263.51
2019-03-13;113.0049;52.1448;179.362;159.81;151.5428;99.31;227.325;53.1212;51.1649;168.0366;264.38
2019-03-14;113.0937;52.1349;181.356;160.67;153.2623;99.03;228.33;52.2126;51.3108;164.9872;267.69
2019-03-15;114.3965;52.0268;183.715;161.51;154.5147;100.73;229.981;53.0822;51.7583;169.2225;257.09
2019-03-18;116.0348;52.5379;185.591;161.95;154.0177;100.27;229.205;52.8574;52.0599;168.3655;257.76
2019-03-19;116.1137;53.1079;184.12;163.93;153.65;101.54;229.822;52.9258;51.8654;175.1021;260.42
2019-03-20;115.9854;51.732;185.729;163.51;152.8151;102.31;228.708;52.5839;51.8167;173.7966;259.74
2019-03-21;118.6502;53.1079;192.569;166.95;154.8526;104.15;234.657;53.385;52.4783;183.3036;264.18
2019-03-22;115.5216;51.8598;188.582;161.5;152.1392;101.27;229.573;52.0367;51.3108;176.8859;259.69
2019-03-25;116.1236;51.8303;186.301;160.88;152.0994;101.55;229.235;51.5678;51.3011;173.1788;262.27
2019-03-26;116.3704;52.361;184.377;159.4;154.3556;103.15;232.09;52.2126;51.7875;176.2581;265.59
2019-03-27;115.2452;51.8991;186.035;155.12;153.2822;103.07;231.324;51.939;51.7;175.8894;262.34
2019-03-28;115.4031;52.2725;186.282;155.18;153.7295;103.86;233.652;51.8902;51.914;176.6368;263.53
2019-03-29;116.4;52.7836;187.496;158.37;155.2402;103.84;234.239;52.4666;52.5269;178.9388;266.49
2019-04-01;117.4659;53.6385;188.769;161.18;156.3037;105.55;237.821;53.258;53.4901;181.6494;272.17
2019-04-02;117.6336;53.216;191.513;160.51;156.8206;105.23;238.03;53.1115;53.7917;182.3669;271.35
2019-04-03;118.4035;53.1275;192.826;162.62;157.4964;104.69;237.701;54.2058;54.1225;187.9674;271.5
2019-04-04;117.8014;52.8917;193.162;158.52;156.6814;104.46;234.846;54.6356;53.9854;187.6087;267.89
2019-04-05;118.3245;52.9998;194.455;158.56;156.6913;105.73;235.413;54.323;54.054;190.2894;267.45
2019-04-08;118.364;52.7934;197.515;158.47;156.7907;106.57;235.383;54.4012;54.3281;191.1265;268.81
2019-04-09;117.7225;52.9015;196.922;156.97;156.5323;106.93;235.025;54.0494;54.0246;188.6052;268.99
2019-04-10;118.6206;53.2766;198.028;160.24;157.5958;107.51;236.17;54.4696;54.6512;191.4354;271.58
2019-04-11;118.7588;53.0989;196.38;160.73;156.9001;106.46;235.154;54.5184;54.4358;190.8773;271.9
2019-04-12;119.3707;53.7998;196.301;160.71;158.6692;108.48;237.934;55.1242;55.1114;189.3526;271.86
2019-04-15;119.4694;53.9281;196.656;160.09;159.4644;108.14;238.253;54.9874;55.3757;184.061;272.22
2019-04-16;119.193;53.8886;196.676;158.69;159.2557;108.2;239.189;55.4075;55.7575;187.5589;271.43
2019-04-17;120.1799;53.78;200.506;155.34;159.4644;108.81;240.096;57.215;55.1309;186.642;269.45
2019-04-18;121.7591;53.8195;201.226;155.99;159.1861;107.36;239.986;57.1466;55.219;185.6555;270.57
2019-04-22;122.144;53.9183;201.887;158.76;159.4246;106.81;242.138;57.469;55.1603;187.818;272.21
2019-04-23;123.802;54.2341;204.799;161.23;160.677;106.9;242.576;57.43;55.503;190.0103;278.49
2019-04-24;123.3776;54.4711;204.483;159.56;160.508;107.22;244.37;57.3713;55.689;190.5086;275.45
2019-04-25;127.4636;54.3032;202.628;163.09;160.0409;110.22;244.688;56.2868;55.1505;186.2633;277.66
2019-04-26;128.1939;54.6981;201.66;165.96;161.9392;110.56;245.754;51.2258;54.7099;177.4739;281.96
2019-04-29;128.0755;54.3723;201.966;165.36;163.1518;112.44;246.203;49.9361;54.9547;178.7096;286.14
2019-04-30;128.8946;54.6191;198.077;165.35;163.4301;112.77;253.286;49.8677;54.7785;180.3738;289.25
2019-05-01;126.2102;54.1749;207.8;162.15;161.8001;110.94;247.817;49.5942;54.4162;179.8456;283.35
2019-05-02;124.562;53.8985;206.448;161.83;160.1402;109.7;246.262;49.389;53.7896;182.5562;279.64
2019-05-03;127.2168;54.0861;209.014;163.34;161.0547;111.96;247.02;50.5614;53.7896;182.3768;285.58
2019-05-06;126.4766;54.1453;205.786;162.5;161.2932;110.85;247.707;50.3501;53.4469;179.2278;283.66
2019-05-07;123.881;53.3062;200.239;156.9;159.2358;108.95;244.14;49.6226;52.330799999999996;172.5111;277.07
2019-05-08;123.8711;53.2963;200.279;156.86;159.7824;109.07;244.409;48.4037;52.3504;173.3183;276.77
2019-05-09;123.8612;53.553;198.127;156.31;158.8382;109.73;244.389;45.8282;51.8119;169.6012;275.79
2019-05-10;125.47;53.9479;195.382;159.94;159.7327;110.41;246.501;45.4153;52.2427;168.2359;278.48
2019-05-13;121.7393;52.7435;184.026;153.15;156.3733;106.83;240.474;43.9998;50.2258;157.9018;267.7
2019-05-14;123.1013;53.4345;186.94;158.07;159.2358;109.09;245.017;44.4028;50.9308;161.4794;271.86
2019-05-15;124.8348;53.859;189.179;155.06;161.8001;111.5;248.215;44.8452;51.342;159.0279;276.82
2019-05-16;127.7175;53.938;188.347;158.48;164.1195;113.87;252.469;44.7567;54.7589;159.6358;283.55
2019-05-17;126.8656;53.7998;187.277;154.57;163.343;112.8;251.602;44.1276;55.1701;155.9885;279.85
2019-05-20;125.033;52.9706;181.42;155.98;162.7259;112.15;252.539;42.8202;54.8372;151.225;275.45
2019-05-21;125.7066;53.474;184.898;155.78;163.1141;112.43;254.402;43.7049;55.3365;154.5235;278.07
2019-05-22;126.4693;53.5036;181.113;157.64;163.4923;112.47;255.936;43.2527;54.5239;151.6734;281.82
2019-05-23;124.9933;52.398;178.022;153.71;160.7748;109.9;248.793;43.7737;53.0553;146.8103;274.25
2019-05-24;125.0528;52.092;177.338;154.51;161.8996;109.85;250.536;43.813;53.2316;144.6478;274.77
2019-05-28;124.9735;51.0851;176.605;155.19;162.9648;111.74;252.479;42.83;52.8008;142.8341;278.25
2019-05-29;123.765;51.0259;175.763;152.89;161.9892;110.08;252.608;43.4788;52.0665;139.8545;273.38
2019-05-30;124.5476;51.0555;176.674;155.66;162.0191;111.41;253.236;43.9703;52.4483;138.787;274.51
2019-05-31;122.5169;49.9499;173.474;151.41;160.5956;109.75;250.546;43.292;50.9406;135.1454;270.9
2019-06-03;118.713;49.5945;171.72;145.1;157.878;105.52;241.351;42.7219;50.6958;133.4693;259.03
2019-06-04;122.0017;51.3517;178.002;150.81;161.591;108.73;248.245;44.0293;52.1154;142.6679;268.71
2019-06-05;124.6466;51.4306;180.875;158.44;164.6371;110.77;255.298;43.7934;53.6036;140.9519;272.86
2019-06-06;126.6179;51.9143;183.531;159.31;166.1601;111.78;256.862;44.334;53.9463;143.4461;274.8
2019-06-07;130.1642;52.5757;188.416;161.27;169.2759;114.02;264.803;45.2482;54.7589;145.1621;278.16
2019-06-10;131.353;53.3161;190.824;152.79;170.0424;115.62;265.101;46.0051;55.2386;148.0853;280.34
2019-06-11;130.8577;53.247;193.034;150.15;169.5347;114.6;262.671;46.0543;55.9142;150.3999;275.99
2019-06-12;130.2534;52.9311;192.419;151.28;170.8089;114.5;262.86;45.5333;54.6904;145.8605;276.84
2019-06-13;131.0756;53.1483;192.38;151.34;168.5791;115.72;260.22;45.9068;54.9939;147.9157;276.3
2019-06-14;131.2044;52.5955;190.982;150.01;168.8877;116.17;259.124;45.4055;53.6036;144.3041;274.28
2019-06-17;131.6006;52.4474;192.122;150.29;168.7881;117.16;258.227;45.3465;54.24;144.6932;275.6
2019-06-18;133.8889;52.2203;196.64;150.59;168.5094;115.98;257.839;46.5655;54.8764;152.525;276.78
2019-06-19;134.4139;52.0032;196.066;154.14;169.913;117.14;258.895;46.2706;54.9547;152.7644;291.21
2019-06-20;135.6621;56.2578;197.641;157.2;172.9491;118.79;265.789;46.3885;56.2079;153.7421;302.11
2019-06-21;135.6819;55.399;196.967;156.84;172.6505;116.21;263.478;46.6539;55.8359;151.4076;299.33
2019-06-24;136.4842;56.011;196.769;152.56;173.0586;116.5;264.304;46.821;55.9827;152.3055;299.87
2019-06-25;132.1752;55.3496;193.787;149.34;170.5003;114.44;258.755;46.0543;54.9057;151.1282;287.97
2019-06-26;132.6705;55.932;197.978;149.04;170.2813;114.15;260.319;47.3715;55.4149;158.8902;288.72
2019-06-27;132.8884;56.0406;197.919;150.69;170.4505;113.67;260.12;46.6539;54.5631;162.8509;293.23
2019-06-28;132.7002;56.2381;196.115;151.73;172.76;114.46;263.537;47.057;53.584;163.8486;294.65
2019-07-01;134.404;57.2647;199.712;154.06;173.1482;115.03;265.769;47.2339;53.5938;165.7841;300.97
2019-07-02;135.2955;57.7089;200.881;154.12;174.4821;116.17;269.555;47.3027;54.6414;161.8533;301.39
2019-07-03;136.1673;58.1038;202.546;155.59;176.0649;117.68;272.055;47.6959;55.6463;162.3721;305.7
2019-07-05;135.771;58.5184;202.368;154.58;175.8558;117.16;271.119;47.2634;55.7646;159.8579;303.98
2019-07-08;135.672;58.7652;198.196;152.81;175.3879;116.95;270.54;47.0078;55.3606;156.8449;302.92
2019-07-09;135.1767;58.8343;199.405;153.95;176.9209;118.37;272.645;46.939;55.5084;156.9447;304.2
2019-07-10;136.5536;59.3772;201.377;156.27;178.4937;119.64;274.68;47.3912;56.2868;159.6883;306.98
2019-07-11;137.0984;59.2193;199.91;158.9;179.9172;120.65;277.612;47.7746;56.4542;165.8939;307.6
2019-07-12;137.5937;59.0416;201.446;158.08;179.5091;120.12;278.829;49.0721;57.0946;167.2208;309.42
2019-07-15;137.5937;58.7652;203.339;159.65;179.748;120.9;278.66;49.2688;57.1932;166.8816;308.76
2019-07-16;135.7908;58.0912;202.635;157.13;178.4937;119.71;275.917;48.3349;56.7695;166.692;305.7
2019-07-17;134.9884;57.4767;201.496;158.24;178.3345;118.81;274.58;48.5512;56.3656;169.3159;309.39
2019-07-18;135.137;57.6055;203.785;157.98;179.7082;119.87;276.076;49.0918;56.8877;169.7848;310.08
2019-07-19;135.3352;57.0307;200.743;156.75;178.4241;118.63;274.899;49.4162;56.5134;168.0488;306.87
2019-07-22;137.1281;57.0901;205.33;157.7;179.748;118.69;277.901;50.4779;56.8779;170.9222;308.55
2019-07-23;137.98;56.9415;206.936;156.25;180.0765;120.22;278.261;50.8711;56.8582;175.2521;307.88
2019-07-24;139.3966;57.5956;206.767;159.75;182.4954;121.3;279.537;52.0212;56.3853;178.2451;310.27
2019-07-25;138.8716;57.774;205.132;159.35;180.7634;115.12;278.64;51.2741;55.7843;172.9774;308.73
2019-07-26;140.0108;57.9822;205.846;159.97;182.8538;115.49;281.353;50.7138;55.6956;174.6634;311.27
2019-07-29;139.7037;57.5461;207.768;156.21;182.376;111.45;280.724;51.6182;56.0897;174.414;307.22
2019-07-30;139.0301;56.9811;206.876;156.96;180.7036;112.04;277.453;50.8219;55.6365;175.0426;303.64
2019-07-31;134.9884;55.8016;211.097;154.5;177.1897;110.4;271.578;49.6914;54.582300000000004;168.3282;298.86
2019-08-01;136.7616;55.3854;206.529;150.81;178.3544;110.8;273.463;48.6593;54.5724;164.537;298.44
2019-08-02;135.6125;55.3457;202.16;145.7;176.6124;107.09;268.765;47.8532;52.464;160.8157;293.71
2019-08-05;130.9666;53.2841;191.577;142.82;168.0913;103.6;256.187;46.1723;50.6118;150.4398;280.36
2019-08-06;133.4233;53.4824;195.204;142.8;171.6948;105.03;264.007;46.4741;51.8236;151.9962;286.21
2019-08-07;134.0078;52.8678;197.225;141.64;174.5219;106.63;268.625;46.2465;51.5675;153.5326;289.02
2019-08-08;137.5838;54.1662;201.575;143.82;179.0811;106.79;277.333;46.6819;52.3754;157.8925;297.78
2019-08-09;136.4149;53.4229;199.914;143.37;178.2349;104.82;274.251;45.5042;51.6561;153.822;294.83
2019-08-12;134.513;52.7786;199.407;140.72;175.5373;102.72;269.313;45.1282;50.7793;151.0983;288.65
2019-08-13;137.2965;53.4923;207.851;143.88;177.7969;106.04;273.832;46.3553;51.9418;155.6876;293.17
2019-08-14;133.1619;51.8569;201.664;139.72;172.7201;103.27;266.471;45.3954;49.863;149.7215;283.66
2019-08-15;132.8638;52.1245;200.66;142.13;175.7208;104.95;271.199;45.2271;45.5673;148.4245;282.71
2019-08-16;135.2988;53.1156;205.394;143.89;177.6747;106.16;273.662;46.0189;46.2669;159.1895;287.45
2019-08-19;137.5649;53.3931;209.224;143.67;179.18;107.67;277.363;46.7413;47.7841;170.3834;287.97
2019-08-20;136.4219;52.511;209.234;145.54;178.6815;107.37;276.335;46.1178;47.2225;167.4802;285.71
2019-08-21;137.9426;52.7687;211.502;147.38;180.3762;109.82;281.293;46.6621;48.0501;170.8324;291.53
2019-08-22;136.9387;52.7192;211.323;148.24;179.5289;108.77;280.056;46.296;47.4689;171.0818;287.69
2019-08-23;132.5755;51.1234;201.555;151.57;174.684;106.04;271.199;44.4948;45.922;162.0628;282.44
2019-08-26;134.623;51.6685;205.384;155.14;177.0367;107.66;275.727;45.0886;46.4048;165.0658;288.74
2019-08-27;134.9112;51.9262;203.067;153.57;177.8242;107.45;275.936;45.3162;46.0994;161.4243;289.45
2019-08-28;134.7323;51.4901;204.43;151.83;178.1133;107.47;277.532;45.3162;46.1782;161.0048;282.13
2019-08-29;137.2767;51.6983;207.891;155.93;180.6055;109.21;280.664;46.385;46.5723;166.7771;286.63
2019-08-30;137.0182;51.5992;207.622;156.07;180.2566;109.05;280.654;46.9194;46.1191;167.2864;284.51
2019-09-03;135.2094;51.4307;204.599;152.73;178.6416;106.75;279.398;46.4939;45.8137;163.9509;282.45
2019-09-04;136.7897;52.5011;208.07;152.46;181.2036;108.73;285.372;48.4138;46.6216;168.5348;284.6
2019-09-05;139.1949;53.3634;212.138;153.77;184.1544;111.46;291.337;49.5816;47.7053;179.5001;287.75
2019-09-06;138.2507;52.6894;212.118;151.07;185.1613;110.05;290.639;50.3931;48.1191;178.4116;284.94
2019-09-09;136.6803;54.0572;213.023;149.54;180.9843;105.43;282.639;51.0562;47.863;180.2591;279.3
2019-09-10;135.2491;54.979;215.54;149.65;175.8005;103.05;271.637;51.2838;48.4837;182.9355;276.14
2019-09-11;135.2889;55.7917;222.393;154.09;174.4348;104.02;269.263;52.2438;49.2916;184.084;277.78
2019-09-12;136.6803;53.413;221.891;154.75;177.4254;107.1;275.697;52.4615;49.193;184.0241;278.02
2019-09-13;136.4815;53.2742;217.579;152.98;176.7176;107.0;275.617;51.9964;49.2916;181.6972;278.35
2019-09-16;135.4976;52.6696;218.723;153.01;175.5613;106.52;273.383;51.6599;49.2226;179.9695;282.93
2019-09-17;136.5511;52.402;219.518;152.82;175.9002;107.5;275.547;51.4125;48.6807;180.8283;284.69
2019-09-18;137.6742;52.0947;221.577;152.77;174.7438;105.6;274.4;51.2046;48.6117;179.7398;279.72
2019-09-19;140.2086;52.8976;219.777;153.6;175.4117;106.12;275.208;51.0364;48.4639;176.7038;281.26
2019-09-20;138.5886;52.9967;216.564;155.2;173.5176;104.64;270.48;50.1952;48.8679;172.4595;277.91
2019-09-23;138.2904;53.5418;217.549;154.65;174.365;105.11;272.455;50.3733;48.6906;174.6066;277.44
2019-09-24;136.5412;52.8777;216.515;152.05;173.9363;103.69;270.43;49.3045;48.395;172.2997;272.47
2019-09-25;138.5091;53.3634;219.847;152.99;174.7338;104.14;272.056;50.4921;48.8728;177.9921;277.43
2019-09-26;138.688;53.4824;218.713;152.34;175.1027;104.55;273.193;50.3931;48.1093;177.1033;283.81
2019-09-27;136.889;53.6112;217.648;148.26;173.4578;102.2;268.446;50.2546;48.1191;171.5308;277.54
2019-09-30;138.1811;54.5429;222.771;148.44;171.474;103.59;270.879;50.9968;48.6807;173.8377;276.25
2019-10-01;136.2331;53.3238;223.388;147.69;173.7469;102.53;270.251;50.2348;47.0354;173.7678;272.71
2019-10-02;133.8278;52.6795;217.788;144.22;169.3008;99.73;263.807;48.879;45.8728;172.8091;266.66
2019-10-03;135.4479;53.3832;219.638;147.0;172.3314;101.03;267.608;49.5123;46.7166;181.068;272.4
2019-10-04;137.2767;54.6519;225.795;148.03;175.4317;102.79;273.363;50.3931;47.1732;181.7271;276.96
2019-10-07;136.2828;54.3149;225.844;148.8;174.355;101.62;271.498;50.0962;47.4214;184.084;276.9
2019-10-08;134.8416;53.5716;223.199;145.91;171.8828;99.33;266.714;49.2105;46.0515;176.9935;270.83
2019-10-09;137.3959;54.2884;225.815;147.05;174.3351;99.89;271.877;49.9577;46.4982;180.4688;274.27
2019-10-10;138.2507;55.2441;228.858;146.41;174.3351;100.54;273.465;50.5812;45.8132;182.7857;274.98
2019-10-11;138.8271;56.6379;234.945;149.37;176.5083;101.58;275.542;51.551;46.2202;185.7418;278.29
2019-10-14;138.6979;56.2098;234.607;149.37;176.8074;101.75;276.012;51.1057;45.7139;186.281;277.78
2019-10-15;140.7106;56.1003;234.06;152.74;178.193;103.59;278.189;52.1052;46.0217;196.1079;279.39
2019-10-16;139.5527;55.6324;233.115;146.97;177.3158;103.09;277.899;51.9023;46.4485;193.9508;272.7
2019-10-17;138.8371;54.816;234.02;146.17;177.3856;103.63;276.142;51.3234;46.6868;194.0307;269.24
2019-10-18;136.571;54.3083;235.144;144.09;175.1625;101.22;270.269;50.8286;46.3691;190.2358;265.52
2019-10-21;137.5848;54.8857;239.222;144.55;175.8803;101.44;273.935;51.5906;47.0442;195.7484;266.84
2019-10-22;135.5373;53.8702;238.675;142.33;170.3276;97.36;260.912;51.4718;47.203;195.3489;261.09
2019-10-23;136.402;53.8901;241.878;145.13;170.7862;96.64;260.502;51.1848;46.7066;194.8296;261.32
2019-10-24;139.0855;54.0196;242.276;148.12;175.6111;104.91;268.392;51.6896;46.0713;196.5973;269.7
2019-10-25;139.8707;53.93;245.26;150.49;177.2958;107.19;269.83;55.8758;46.5577;204.267;270.98
2019-10-28;143.3096;54.3979;247.717;154.79;179.2796;106.6;275.562;56.1727;46.8258;206.514;271.35
2019-10-29;141.9579;54.5572;241.987;155.09;177.0765;105.0;273.925;55.757;46.8953;202.6492;271.45
2019-10-30;143.727;54.6069;241.958;158.28;178.6915;106.5;276.781;56.0143;47.2129;202.7291;278.41
2019-10-31;142.4946;54.2485;247.428;156.49;178.3027;104.1;276.441;55.9451;47.1633;200.7517;277.93
2019-11-01;142.8425;54.7563;254.45;159.74;180.3662;104.98;278.678;55.9253;46.6868;202.3196;277.82
2019-11-04;143.6674;55.2043;256.121;157.6;178.3924;102.81;275.962;57.0139;47.1335;210.2191;277.5
2019-11-05;143.5779;55.4233;255.753;158.15;175.8205;100.99;268.642;56.9545;47.4115;209.3302;289.29
2019-11-06;143.1804;55.4532;255.863;158.93;176.2192;100.63;269.5;57.3177;47.917699999999996;207.3529;287.4
2019-11-07;143.3792;55.7319;258.816;159.5;177.874;100.47;272.427;57.7655;48.0666;208.0619;290.77
2019-11-08;145.0688;56.2397;259.524;161.11;178.4124;101.42;274.524;57.9844;48.4736;207.5027;292.46
2019-11-11;145.2179;56.1799;261.579;161.78;178.9806;102.67;276.631;58.0641;47.749;207.9022;290.27
2019-11-12;146.172;56.3392;261.34;162.86;179.18;102.03;276.771;57.9148;48.017;209.3302;291.72
2019-11-13;146.4105;55.9609;263.844;162.6;178.851;102.12;277.699;57.6063;48.1063;208.2916;293.54
2019-11-14;147.156;55.8414;262.018;163.05;179.49;103.73;279.257;57.5267;44.582300000000004;209.51;294.53
2019-11-15;149.0543;56.17;265.131;163.21;179.51;104.2;280.406;57.676;44.7609;203.9175;297.5
2019-11-18;149.422;55.941;266.468;162.77;179.4002;103.66;280.486;57.9645;44.8205;211.9967;297.16
2019-11-19;149.4717;56.0207;265.66;163.96;182.5057;104.95;284.93;58.0641;45.1382;207.7124;300.6
2019-11-20;149.2125;55.9908;262.567;164.2;181.3973;104.09;285.0;57.6163;44.751;210.8981;300.1
2019-11-21;149.0728;55.9808;261.39;162.88;179.6298;102.55;284.071;57.9347;44.5128;209.8995;298.8
2019-11-22;149.1825;56.1401;261.16;162.81;179.2105;101.77;282.194;57.3277;44.5227;210.6085;299.3
